[18066:18066:1229/170549.105196:INFO:CONSOLE(29)] "Widget </rootIdleManager/rootIdleManager-Notification> ("@marketfront/Notification") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170549.108209:INFO:CONSOLE(29)] "Widget </baobabDevTool> ("@marketfront/BaobabDevTool") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170549.110575:INFO:CONSOLE(29)] "Widget </rootIdleManager/rootIdleManager-UXFeedback> ("@MarketNode/UXFeedback") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170549.114792:INFO:CONSOLE(29)] "Widget </header/ordersButton> ("@MarketNode/HeaderOrdersButton") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170549.155789:INFO:CONSOLE(29)] "Widget </header/headerRegionSelector> ("@MarketNode/HeaderRegionSelector") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170549.270947:INFO:CONSOLE(29)] "Widget </cartService> ("@market/CartService") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170549.276746:INFO:CONSOLE(29)] "Widget </footer/history> ("@marketfront/FooterHistory") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170549.279954:INFO:CONSOLE(29)] "Widget </footer/subscription> ("@MarketNode/FooterSubsriptions") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170549.296033:INFO:CONSOLE(29)] "Widget </footer/appPromoLoader> ("@marketfront/DistributionLoader") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170549.346688:INFO:CONSOLE(29)] "Widget </menu/layout/layout> ("@MarketNode/HeaderTabs") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170549.366210:INFO:CONSOLE(29)] "Widget </header/search> ("@MarketNode/HeaderSearch") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170549.422652:INFO:CONSOLE(29)] "Widget </header/wishlistButton> ("@MarketNode/HeaderWishlistButton") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170549.432198:INFO:CONSOLE(29)] "Widget </header/cartEntryPoint> ("@market/CartEntryPoint") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170549.437193:INFO:CONSOLE(29)] "Widget </rootIdleManager/rootIdleManager-ExpressAddressPopup> ("@market/ExpressAddressPopup") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170549.442004:INFO:CONSOLE(29)] "Widget </rootIdleManager/rootIdleManager-YandexMessenger> ("@marketfront/YandexMessenger") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170549.610266:INFO:CONSOLE(29)] "Widget </popupManager> ("@marketfront/PopupManager") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170549.622163:INFO:CONSOLE(29)] "Widget </rootIdleManager/rootIdleManager-VacuumDataLayer> ("@marketfront/VacuumDataLayer") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170549.624129:INFO:CONSOLE(29)] "Widget </rootIdleManager/rootIdleManager-CommonEcommerce/vacuum> ("@marketfront/VacuumDataLayer") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170549.626352:INFO:CONSOLE(29)] "Widget </deferredService> ("@marketfront/DeferredService") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170549.842310:INFO:CONSOLE(71)] "Uncaught TypeError: Cannot read properties of undefined (reading 'productId')", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (71)
[18066:18066:1229/170551.956674:INFO:CONSOLE(1)] "It is recommended that a robustness level be specified. Not specifying the robustness level could result in unexpected behavior.", source: https://yandex.ru/captchapgrd (1)
[18108:18133:1229/170604.628131:WARNING:sqlite_persistent_store_backend_base.cc(165)] Failed to post task from FlushAndNotifyInBackground@net/extras/sqlite/sqlite_persistent_store_backend_base.cc:213 to client_task_runner_.
[18108:18133:1229/170604.628370:WARNING:sqlite_persistent_store_backend_base.cc(165)] Failed to post task from FlushAndNotifyInBackground@net/extras/sqlite/sqlite_persistent_store_backend_base.cc:213 to client_task_runner_.
[18066:18066:1229/170604.709951:WARNING:pref_notifier_impl.cc(41)] Pref observer for media_router.cast_allow_all_ips found at shutdown.
